1,1,1,1,1.4444,4.3749,0
1,1,1,2,1.2697,3.0839,3.0839
1,1,1,3,1.6725,0,4.3749
1,1,1,4,1.3145,-3.0839,3.0839
1,1,1,5,1.4216,-4.3749,0
1,1,1,6,1.3092,-3.0839,-3.0839
1,1,1,7,1.326,-0,-4.3749
1,1,1,8,1.3045,3.0839,-3.0839
1,1,2,1,1.5643,8.7139,0
1,1,2,2,1.4212,6.1679,6.1679
1,1,2,3,1.0442,0,8.7139
1,1,2,4,1.3812,-6.1679,6.1679
1,1,2,5,1.4565,-8.7139,0
1,1,2,6,1.4296,-6.1679,-6.1679
1,1,2,7,1.5048,-0,-8.7139
1,1,2,8,1.5498,6.1679,-6.1679
1,1,3,1,1.3239,17.428,0
1,1,3,2,1.1999,12.336,12.336
1,1,3,3,0.87632,0,17.428
1,1,3,4,1.2633,-12.336,12.336
1,1,3,5,1.1761,-17.428,0
1,1,3,6,1.3583,-12.336,-12.336
1,1,3,7,0.99828,-0,-17.428
1,1,3,8,1.2989,12.336,-12.336
2,1,1,1,1.6208,4.3749,0
2,1,1,2,1.5153,3.0839,3.0839
2,1,1,3,1.547,0,4.3749
2,1,1,4,1.6137,-3.0839,3.0839
2,1,1,5,1.6136,-4.3749,0
2,1,1,6,0.79588,-3.0839,-3.0839
2,1,1,7,1.38,-0,-4.3749
2,1,1,8,1.7365,3.0839,-3.0839
2,1,2,1,1.7259,8.7139,0
2,1,2,2,1.6183,6.1679,6.1679
2,1,2,3,1.4937,0,8.7139
2,1,2,4,1.765,-6.1679,6.1679
2,1,2,5,1.8297,-8.7139,0
2,1,2,6,1.5261,-6.1679,-6.1679
2,1,2,7,1.3628,-0,-8.7139
2,1,2,8,1.7758,6.1679,-6.1679
2,1,3,1,1.5076,17.428,0
2,1,3,2,1.4846,12.336,12.336
2,1,3,3,1.4067,0,17.428
2,1,3,4,1.3998,-12.336,12.336
2,1,3,5,1.5336,-17.428,0
2,1,3,6,1.9942,-12.336,-12.336
2,1,3,7,1.4328,-0,-17.428
2,1,3,8,2.0583,12.336,-12.336
3,1,1,1,1.856,4.3749,0
3,1,1,2,1.5745,3.0839,3.0839
3,1,1,3,1.5673,0,4.3749
3,1,1,4,0.81666,-3.0839,3.0839
3,1,1,5,1.6652,-4.3749,0
3,1,1,6,1.3286,-3.0839,-3.0839
3,1,1,7,0.68088,-0,-4.3749
3,1,1,8,1.8621,3.0839,-3.0839
3,1,2,1,1.8964,8.7139,0
3,1,2,2,1.6027,6.1679,6.1679
3,1,2,3,1.6159,0,8.7139
3,1,2,4,1.5652,-6.1679,6.1679
3,1,2,5,1.7101,-8.7139,0
3,1,2,6,1.6312,-6.1679,-6.1679
3,1,2,7,1.7057,-0,-8.7139
3,1,2,8,1.5503,6.1679,-6.1679
3,1,3,1,1.4968,17.428,0
3,1,3,2,1.4527,12.336,12.336
3,1,3,3,1.4442,0,17.428
3,1,3,4,1.3894,-12.336,12.336
3,1,3,5,1.6166,-17.428,0
3,1,3,6,1.3125,-12.336,-12.336
3,1,3,7,1.5575,-0,-17.428
3,1,3,8,1.6163,12.336,-12.336
4,1,1,1,1.4557,4.3749,0
4,1,1,2,1.3134,3.0839,3.0839
4,1,1,3,1.2267,0,4.3749
4,1,1,4,1.0947,-3.0839,3.0839
4,1,1,5,1.31,-4.3749,0
4,1,1,6,1.3167,-3.0839,-3.0839
4,1,1,7,1.2623,-0,-4.3749
4,1,1,8,1.2689,3.0839,-3.0839
4,1,2,1,1.526,8.7139,0
4,1,2,2,0.78419,6.1679,6.1679
4,1,2,3,1.2908,0,8.7139
4,1,2,4,1.1131,-6.1679,6.1679
4,1,2,5,1.4503,-8.7139,0
4,1,2,6,1.3578,-6.1679,-6.1679
4,1,2,7,1.349,-0,-8.7139
4,1,2,8,1.4192,6.1679,-6.1679
4,1,3,1,1.5316,17.428,0
4,1,3,2,1.2614,12.336,12.336
4,1,3,3,1.3929,0,17.428
4,1,3,4,1.2029,-12.336,12.336
4,1,3,5,1.4314,-17.428,0
4,1,3,6,1.4269,-12.336,-12.336
4,1,3,7,1.38,-0,-17.428
4,1,3,8,1.4173,12.336,-12.336
5,0,1,1,1.4466,4.3749,0
5,0,1,2,1.4277,3.0839,3.0839
5,0,1,3,1.3691,0,4.3749
5,0,1,4,1.2619,-3.0839,3.0839
5,0,1,5,1.3806,-4.3749,0
