1,1,1,1,4.4669,4.3749,0
1,1,1,2,3.3964,3.0839,3.0839
1,1,1,3,0.6836,0,4.3749
1,1,1,4,3.6962,-3.0839,3.0839
1,1,1,5,4.6352,-4.3749,0
1,1,1,6,3.9643,-3.0839,-3.0839
1,1,1,7,3.4996,-0,-4.3749
1,1,1,8,4.6074,3.0839,-3.0839
1,1,2,1,4.2327,8.7139,0
1,1,2,2,3.2324,6.1679,6.1679
1,1,2,3,3.2987,0,8.7139
1,1,2,4,1.6737,-6.1679,6.1679
1,1,2,5,3.6924,-8.7139,0
1,1,2,6,3.2852,-6.1679,-6.1679
1,1,2,7,0.7607,-0,-8.7139
1,1,2,8,2.9193,6.1679,-6.1679
1,1,3,1,3.0768,17.428,0
1,1,3,2,1.8879,12.336,12.336
1,1,3,3,1.7545,0,17.428
1,1,3,4,2.136,-12.336,12.336
1,1,3,5,3.1661,-17.428,0
1,1,3,6,3.0287,-12.336,-12.336
1,1,3,7,1.9054,-0,-17.428
1,1,3,8,2.7441,12.336,-12.336
2,1,1,1,10.191,4.3749,0
2,1,1,2,7.4458,3.0839,3.0839
2,1,1,3,6.4393,0,4.3749
2,1,1,4,7.5556,-3.0839,3.0839
2,1,1,5,10.058,-4.3749,0
2,1,1,6,1.1511,-3.0839,-3.0839
2,1,1,7,4.5515,-0,-4.3749
2,1,1,8,7.4386,3.0839,-3.0839
2,1,2,1,6.7518,8.7139,0
2,1,2,2,5.9452,6.1679,6.1679
2,1,2,3,5.4751,0,8.7139
2,1,2,4,3.948,-6.1679,6.1679
2,1,2,5,7.1722,-8.7139,0
2,1,2,6,7.2509,-6.1679,-6.1679
2,1,2,7,5.3917,-0,-8.7139
2,1,2,8,7.6702,6.1679,-6.1679
2,1,3,1,5.2653,17.428,0
2,1,3,2,3.6078,12.336,12.336
2,1,3,3,2.9393,0,17.428
2,1,3,4,3.409,-12.336,12.336
2,1,3,5,6.2083,-17.428,0
2,1,3,6,4.7976,-12.336,-12.336
2,1,3,7,4.57,-0,-17.428
2,1,3,8,5.33,12.336,-12.336
3,1,1,1,10.576,4.3749,0
3,1,1,2,5.0719,3.0839,3.0839
3,1,1,3,7.2883,0,4.3749
3,1,1,4,7.8425,-3.0839,3.0839
3,1,1,5,11.05,-4.3749,0
3,1,1,6,10.012,-3.0839,-3.0839
3,1,1,7,9.6654,-0,-4.3749
3,1,1,8,4.2259,3.0839,-3.0839
3,1,2,1,6.1202,8.7139,0
3,1,2,2,5.9002,6.1679,6.1679
3,1,2,3,5.6024,0,8.7139
3,1,2,4,5.3846,-6.1679,6.1679
